depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
BODHAN,2026-03-13,NZ14,390,16.51,20810.4,26202.37464,1.2591,27846
NARSAMPET,2026-03-13,NZ14,526,2,26605.08,25873.4403,0.9725,33458
NARSAMPET,2026-03-13,NZ15,526,2,26605.08,30837.94823,1.1591,39878
BODHAN,2026-03-13,NZ15,428,2,15408,11005.9344,0.7143,18508
NARSAMPET,2026-03-13,NZ18,526,2,27509.8,21058.7519,0.7655,27232
NARSAMPET,2026-03-13,NZ19,526,2,26605.08,25269.50498,0.9498,32680
BODHAN,2026-03-13,NZ19,314,10,17395.6,15544.70816,0.8936,16520
BODHAN,2026-03-13,NZ25,260,10,13873.6,12212.93008,0.8803,12978
BODHAN,2026-03-13,NZ28,296,10,15794.56,12992.60506,0.8226,13808
BODHAN,2026-03-13,NZ29,280,12,15512,10124.6824,0.6527,10760
BODHAN,2026-03-13,NZ33,444,6,23691.84,17254.76707,0.7283,18337
BODHAN,2026-03-13,NZ35,288,12,15367.68,13021.03526,0.8473,13838
JANGAON,2026-03-13,NZB1,550,5,22511.5,15233.53205,0.6767,22446
NARSAMPET,2026-03-13,NZB1,526,2,26605.08,27379.28783,1.0291,35408
BODHAN,2026-03-13,NZB1,314,10,17395.6,15652.56088,0.8998,16634
BANSWADA,2026-03-13,NZB1,379,8.13,20223.44,23962.75406,1.1849,25466
JANGAON,2026-03-13,NZB2,550,5,22511.5,17923.6563,0.7962,26410
HANAMKONDA,2026-03-13,NZB2,460,2,23266.8,20544.5844,0.883,26568
WARANGAL-I,2026-03-13,NZB2,474,2,23974.92,14842.87297,0.6191,19196
NARSAMPET,2026-03-13,NZB2,526,2,26605.08,26820.58115,1.0081,34686
HANAMKONDA,2026-03-13,NZB3,460,2,23266.8,17952.66288,0.7716,23216
NARSAMPET,2026-03-13,NZB3,526,2,27509.8,26918.3393,0.9785,34812
NARSAMPET,2026-03-13,NZB4,526,2,26605.08,25644.63661,0.9639,33162
HANAMKONDA,2026-03-13,NZB4,460,2,23266.8,17105.75136,0.7352,22122
HANAMKONDA,2026-03-13,NZB5,460,2,23266.8,24869.88252,1.0689,32162
NARSAMPET,2026-03-13,NZB6,526,2,27509.8,30755.9564,1.118,39772
BODHAN,2026-03-13,NZB6,492,4,25962.84,30285.65286,1.1665,39166
BODHAN,2026-03-13,NZB7,416,14,22197.76,21050.13581,0.9483,22370
BANSWADA,2026-03-13,NZB7,355,10,18942.8,20448.7526,1.0795,21730
BANSWADA,2026-03-13,NZB9,419,8,23212.6,15320.316,0.66,16280
WARANGAL-I,2026-03-13,NZD1,474,2,19400.82,10509.42419,0.5417,15484
WARANGAL-I,2026-03-13,NZD2,474,2,19400.82,15813.60838,0.8151,23300
WARANGAL-I,2026-03-13,NZD3,474,2,19400.82,16851.55225,0.8686,24830
WARANGAL-I,2026-03-13,NZD4,474,2,19400.82,6642.840768,0.3424,9788
BODHAN,2026-03-13,NZE2,320,10,16886.4,15415.59456,0.9129,19936
BODHAN,2026-03-13,NZE4,448,14,23640.96,23666.96506,1.0011,30606
BODHAN,2026-03-13,NZE5,448,14,23640.96,22945.91578,0.9706,29674
BANSWADA,2026-03-13,NZS2,416,8,21444.8,23055.30448,1.0751,29814
BANSWADA,2026-03-13,NZS7,416,8,21444.8,27659.50304,1.2898,35768
BANSWADA,2026-03-13,NZX5,410,10.25,21877.6,16018.77872,0.7322,17022
BODHAN,2026-03-13,ONG1,1334,2,48024,15843.1176,0.3299,26640
NARSAMPET,2026-03-13,OTI1,320,8,17001.6,20517.53088,1.2068,21804
KARIMNAGAR-I,2026-03-13,OUT1,390,12,20970.3,15438.33486,0.7362,16406
HYDERABAD-II,2026-03-13,P031,316,2,17380,16829.054,0.9683,17884
PARKAL,2026-03-13,PAH1,360,10.29,19126.8,23757.39828,1.2421,25246
PARKAL,2026-03-13,PAH2,358,10.23,19020.54,18111.35819,0.9522,19246
PARKAL,2026-03-13,PAH3,350,10,19264,23719.7632,1.2313,25206
PARKAL,2026-03-13,PAH4,304,4.47,16151.52,19866.3696,1.23,21112
PARKAL,2026-03-13,PAH5,360,10.29,19126.8,14589.92304,0.7628,15504
PARKAL,2026-03-13,PAH6,175,5,9632,10750.2752,1.1161,11424
PARKAL,2026-03-13,PAH7,350,10,18595.5,14649.5349,0.7878,15568
PARKAL,2026-03-13,PAH8,210,6,11558.4,11823.08736,1.0229,12564
PARKAL,2026-03-13,PBH1,412,7,20838.96,20736.8491,0.9951,26816
PARKAL,2026-03-13,PBH2,412,7,20838.96,19486.5115,0.9351,25200
PARKAL,2026-03-13,PBH3,412,7,20838.96,14191.33176,0.681,18352
PARKAL,2026-03-13,PBH4,412,7,20838.96,18611.27518,0.8931,24068
BHUPALAPALLAY,2026-03-13,PBM1,436,4,23997.44,20174.64781,0.8407,21440
BHUPALAPALLAY,2026-03-13,PBM3,436,4,23997.44,15643.93114,0.6519,16624
ARMOOR,2026-03-13,PG01,320,12,17075.2,16491.22816,0.9658,17525
THORROR,2026-03-13,PG01,476,4,24894.8,23254.23268,0.9341,30072
BHUPALAPALLAY,2026-03-13,PGD1,350,4,19264,18285.3888,0.9492,19432
BHUPALAPALLAY,2026-03-13,PGD2,350,4,19264,17963.68,0.9325,19090
BHUPALAPALLAY,2026-03-13,PGD3,350,4,19264,16594.0096,0.8614,17634
BHUPALAPALLAY,2026-03-13,PGD4,350,4,19264,14567.4368,0.7562,15480
BHUPALAPALLAY,2026-03-13,PGD5,350,4,19264,17788.3776,0.9234,18904
PARKAL,2026-03-13,PGM1,368,8,20254.72,16973.45536,0.838,18038
KARIMNAGAR-I,2026-03-13,PH01,387,4,21327.57,23955.12662,1.1232,25456
KARIMNAGAR-I,2026-03-13,PH02,387,4,21327.57,16132.17395,0.7564,17144
KARIMNAGAR-I,2026-03-13,PH03,387,4,21327.57,16703.75282,0.7832,17750
THORROR,2026-03-13,PH03,453,4,23691.9,31841.9136,1.344,41178
KARIMNAGAR-I,2026-03-13,PH04,387,4,21327.57,21521.65089,1.0091,22870
KARIMNAGAR-I,2026-03-13,PH05,387,4,21327.57,21090.83397,0.9889,22414
KARIMNAGAR-I,2026-03-13,PH06,387,4,21327.57,17038.59567,0.7989,18108
THORROR,2026-03-13,PH07,322,8,17722.88,17878.84134,1.0088,19000
KARIMNAGAR-I,2026-03-13,PH17,387,4,21327.57,22946.33256,1.0759,24386
KARIMNAGAR-I,2026-03-13,PH21,387,4,21327.57,19506.19552,0.9146,20730
KARIMNAGAR-I,2026-03-13,PH22,387,4,21327.57,22952.73083,1.0762,24392
KARIMNAGAR-I,2026-03-13,PH23,387,4,21327.57,15974.34993,0.749,16976
KARIMNAGAR-I,2026-03-13,PH24,387,4,21327.57,23897.54219,1.1205,25396
KARIMNAGAR-I,2026-03-13,PH25,387,4,21327.57,26894.06577,1.261,28580
KARIMNAGAR-I,2026-03-13,PHB7,387,4,21327.57,19126.56478,0.8968,20326
BHUPALAPALLAY,2026-03-13,PHD4,422,2,21344.76,20998.97489,0.9838,27157
BHUPALAPALLAY,2026-03-13,PHD5,422,2,21344.76,17415.18968,0.8159,22520
BHUPALAPALLAY,2026-03-13,PHD7,422,2,21344.76,21859.16872,1.0241,28268
BHUPALAPALLAY,2026-03-13,PHE1,414,6,20940.12,24146.05237,1.1531,31226
BHUPALAPALLAY,2026-03-13,PHE4,414,6,20940.12,22439.43259,1.0716,29018
BHUPALAPALLAY,2026-03-13,PHE6,414,6,20940.12,25084.16975,1.1979,32440
BHUPALAPALLAY,2026-03-13,PHE7,414,6,20940.12,25029.72544,1.1953,32368
BHUPALAPALLAY,2026-03-13,PHK3,518,6,26200.44,27151.51597,1.0363,35112
BHUPALAPALLAY,2026-03-13,PHK9,518,6,26200.44,21002.2727,0.8016,27161
PARKAL,2026-03-13,PHN4,300,10.59,15939,26752.0176,1.6784,28430
PARKAL,2026-03-13,PHN5,316,4,16789.08,12573.34201,0.7489,13362
PARKAL,2026-03-13,PHN6,336,16,17851.68,12223.0453,0.6847,12990
PARKAL,2026-03-13,PHO1,312,12,17172.48,16142.1312,0.94,17154
BHUPALAPALLAY,2026-03-13,PHP2,414,6,22786.56,15524.48333,0.6813,16498
BHUPALAPALLAY,2026-03-13,PHP3,414,6,22786.56,11001.35117,0.4828,11692
JANGAON,2026-03-13,PJG1,440,10,23377.2,21673.00212,0.9271,23031
PARKAL,2026-03-13,PKH1,364,10.81,19339.32,14376.85049,0.7434,15278
BHUPALAPALLAY,2026-03-13,PKH1,526,3,26605.08,25508.9507,0.9588,32989
BHUPALAPALLAY,2026-03-13,PKH3,526,3,26605.08,24955.56504,0.938,32273
ARMOOR,2026-03-13,PKJB,514,,27123.78,20462.17963,0.7544,26460
NIZAMABAD-I,2026-03-13,PKL1,362,6.21,19316.32,14176.24725,0.7339,15066
THORROR,2026-03-13,PKM1,420,6,23116.8,29762.88,1.2875,31630
WARANGAL-I,2026-03-13,PKO1,336,10,18493.44,15242.29325,0.8242,16198
NARSAMPET,2026-03-13,PKR1,330,10,18163.2,23236.18176,1.2793,24694
PARKAL,2026-03-13,PKW1,370,12.95,19658.1,16094.08647,0.8187,17104
WARANGAL-I,2026-03-13,PLH2,336,6,18493.44,18833.7193,1.0184,20014
WARANGAL-I,2026-03-13,PLH3,336,6,18493.44,21221.2224,1.1475,22552
WARANGAL-I,2026-03-13,PLH4,336,6,18493.44,21359.9232,1.155,22700
THORROR,2026-03-13,PLJ1,323,1.73,16892.9,12027.7448,0.712,15555
THORROR,2026-03-13,PLJ2,483,2,25260.9,24300.9858,0.962,31426
HANAMKONDA,2026-03-13,PLK1,380,6,20189.4,28846.61472,1.4288,30656
HANAMKONDA,2026-03-13,PLK2,360,5.81,19126.8,16582.9356,0.867,17622
WARANGAL-I,2026-03-13,PLK3,336,6,18493.44,18400.9728,0.995,19554
WARANGAL-I,2026-03-13,PLK4,336,6,18493.44,19688.11622,1.0646,20922
WARANGAL-I,2026-03-13,PLK6,336,6,18493.44,17857.26566,0.9656,18976
WARANGAL-I,2026-03-13,PLK7,336,6,18493.44,20004.35405,1.0817,21258
WARANGAL-I,2026-03-13,PLO3,336,6,18493.44,17718.56486,0.9581,18830
WARANGAL-I,2026-03-13,PLO4,336,6,18493.44,18040.35072,0.9755,19172
WARANGAL-I,2026-03-13,PLO5,336,6,18493.44,18253.02528,0.987,19398
BHUPALAPALLAY,2026-03-13,PLR1,380,5,20189.4,14524.25436,0.7194,15434
WARANGAL-I,2026-03-13,PLT1,335,6.87,17798.55,11937.48749,0.6707,12686
BODHAN,2026-03-13,PMR1,1240,2.01,44640,18851.472,0.4223,31705
BODHAN,2026-03-13,PMR2,1240,2.01,44640,23333.328,0.5227,39243
PARKAL,2026-03-13,PN10,536,4.08,28032.8,34365.40952,1.2259,44442
PARKAL,2026-03-13,PNZ1,526,4,27509.8,29531.7703,1.0735,38192
PARKAL,2026-03-13,PNZ2,526,4,27509.8,26123.30608,0.9496,33784
PARKAL,2026-03-13,PNZ3,526,4,27509.8,29991.18396,1.0902,38784
PARKAL,2026-03-13,PNZ6,526,4,27509.8,30409.33292,1.1054,39326
PARKAL,2026-03-13,PNZ7,526,4,27509.8,33355.6325,1.2125,43136
THORROR,2026-03-13,PNZ7,554,2,28021.32,25863.67836,0.923,33448
NARSAMPET,2026-03-13,PPT1,400,12,21252,21033.1044,0.9897,22352
PARKAL,2026-03-13,PPW1,424,10,22527.12,21432.30197,0.9514,22776
NARSAMPET,2026-03-13,PRK3,400,14.36,21252,27060.1716,1.2733,28756
NARSAMPET,2026-03-13,PRK4,400,6,21252,20072.514,0.9445,21330
KARIMNAGAR-I,2026-03-13,PRP1,356,12,19142.12,16249.74567,0.8489,17268
WARANGAL-I,2026-03-13,PRR1,472,8,25077.36,20305.13839,0.8097,21577
WARANGAL-I,2026-03-13,PSR1,412,6.18,21889.56,15580.98881,0.7118,16559
BHUPALAPALLAY,2026-03-13,PSR1,458,4,23165.64,21479.18141,0.9272,27778
WARANGAL-II,2026-03-13,PSR1,330,2,18163.2,13177.4016,0.7255,14004
BHUPALAPALLAY,2026-03-13,PSR2,458,4,23165.64,28829.63898,1.2445,37281
WARANGAL-II,2026-03-13,PSR3,292,4,16071.68,17187.05459,1.0694,18264
BODHAN,2026-03-13,PT05,258,12,14293.2,14819.18976,1.0368,15748
BODHAN,2026-03-13,PT06,272,4,15068.8,13281.64032,0.8814,14115
BODHAN,2026-03-13,PT10,374,10,20719.6,17777.4168,0.858,18892
BODHAN,2026-03-13,PT11,380,4,21052,14730.0844,0.6997,15654
BANSWADA,2026-03-13,PTL1,350,14,19390,20305.208,1.0472,21578
BANSWADA,2026-03-13,PTL2,296,8,15794.56,18474.89683,1.1697,19634
BANSWADA,2026-03-13,PTL5,363,16,19369.68,25198.01671,1.3009,26778
BANSWADA,2026-03-13,PTL6,375,8,20010,13320.657,0.6657,14156
KARIMNAGAR-I,2026-03-13,PTR3,400,8,21508,15782.5704,0.7338,16772
KARIMNAGAR-I,2026-03-13,PTR4,315,8,17359.65,17666.91581,1.0177,18774
PARKAL,2026-03-13,PVH1,390,10.26,20720.7,19162.50336,0.9248,20364
THORROR,2026-03-13,PWK1,413,9.1,21942.69,30276.52366,1.3798,32176
PARKAL,2026-03-13,RBH1,490,7,25627,31833.8594,1.2422,41166
PARKAL,2026-03-13,RBH2,490,7,25627,29386.4809,1.1467,38004
HYDERABAD-I,2026-03-13,RC01,418,2,21050.48,21351.50186,1.0143,27612
HYDERABAD-I,2026-03-13,RC02,418,2,21050.48,16238.34027,0.7714,20999
HYDERABAD-I,2026-03-13,RC10,418,2,20640.84,21053.6568,1.02,27226
HYDERABAD-I,2026-03-13,RC13,418,2,20640.84,20465.39286,0.9915,26467
HYDERABAD-I,2026-03-13,RC14,418,2,20640.84,19309.50582,0.9355,24971
HYDERABAD-I,2026-03-13,RC15,418,2,21050.48,24226.99743,1.1509,31329
HYDERABAD-I,2026-03-13,RC16,418,2,20640.84,18985.44463,0.9198,24553
HYDERABAD-I,2026-03-13,RC17,418,2,20640.84,25458.41206,1.2334,32924
HYDERABAD-I,2026-03-13,RC22,418,2,20640.84,19090.71292,0.9249,24689
HYDERABAD-I,2026-03-13,RC23,418,2,20640.84,20626.39141,0.9993,26675
HYDERABAD-I,2026-03-13,RC24,418,2,20640.84,18832.70242,0.9124,24355
HYDERABAD-I,2026-03-13,RC25,418,2,20640.84,19780.11697,0.9583,25580
HYDERABAD-I,2026-03-13,RC28,418,2,20640.84,19177.40444,0.9291,24799
HYDERABAD-I,2026-03-13,RC29,418,2,20640.84,23080.58729,1.1182,29848
HYDERABAD-I,2026-03-13,RC30,418,2,20640.84,15482.69408,0.7501,20021
HYDERABAD-I,2026-03-13,RC32,418,2,20640.84,17100.93594,0.8285,22116
HYDERABAD-I,2026-03-13,RC34,418,2,20640.84,17782.08366,0.8615,22997
HYDERABAD-I,2026-03-13,RC35,418,2,21050.48,22170.36554,1.0532,28672
HYDERABAD-I,2026-03-13,RC36,418,2,20640.84,22558.37404,1.0929,29172
HYDERABAD-I,2026-03-13,RC38,418,2,20640.84,20580.98156,0.9971,26616
HYDERABAD-I,2026-03-13,RC39,418,2,20640.84,19751.2198,0.9569,25543
HYDERABAD-I,2026-03-13,RC42,418,2,20640.84,17144.2817,0.8306,22170
HYDERABAD-I,2026-03-13,RC44,418,2,20640.84,21177.50184,1.026,27386
HYDERABAD-I,2026-03-13,RC46,418,2,21050.48,16930.90106,0.8043,21896
HYDERABAD-I,2026-03-13,RC49,418,2,21050.48,15514.20376,0.737,20062
HYDERABAD-I,2026-03-13,RC50,418,2,20640.84,21701.77918,1.0514,28064
HYDERABAD-I,2026-03-13,RC51,418,2,21050.48,15476.3129,0.7352,20014
HYDERABAD-I,2026-03-13,RC53,418,2,21050.48,21239.93432,1.009,27468
HYDERABAD-I,2026-03-13,RCD1,418,2,16970.8,16590.65408,0.9776,24444
HYDERABAD-I,2026-03-13,RCD2,418,2,16970.8,16646.65772,0.9809,24528
HYDERABAD-I,2026-03-13,RCD3,418,2,16970.8,14469.30408,0.8526,21318
HYDERABAD-I,2026-03-13,RCD4,418,2,16970.8,11008.95796,0.6487,16220
HYDERABAD-I,2026-03-13,RCD5,418,2,16970.8,9328.84876,0.5497,13744
HYDERABAD-I,2026-03-13,RCD6,418,2,16970.8,15546.94988,0.9161,22906
HYDERABAD-I,2026-03-13,RCD7,418,2,16970.8,15558.82944,0.9168,22924
HYDERABAD-I,2026-03-13,RCD8,418,2,16970.8,13590.21664,0.8008,20024
HYDERABAD-I,2026-03-13,RCD9,418,2,16970.8,15234.68716,0.8977,22448
HYDERABAD-I,2026-03-13,RCR1,418,2,20640.84,24967.16006,1.2096,32287
HYDERABAD-I,2026-03-13,RCR2,418,2,20640.84,17732.54564,0.8591,22931
HYDERABAD-I,2026-03-13,RCR3,418,2,20640.84,22494.38743,1.0898,29089
HYDERABAD-I,2026-03-13,RCR4,418,2,20640.84,16419.78822,0.7955,21235
HYDERABAD-I,2026-03-13,RCR5,418,2,20640.84,16683.99097,0.8083,21576
HYDERABAD-I,2026-03-13,RCR7,422,2.02,21251.92,20095.81555,0.9456,25988
HYDERABAD-I,2026-03-13,RCR8,418,2,20640.84,24477.97216,1.1859,31655
HYDERABAD-I,2026-03-13,RCR9,418,2,20640.84,16865.63036,0.8171,21811
MAHABOOBABAD,2026-03-13,RGY1,340,6,18064.2,12818.35632,0.7096,13622
MAHABOOBABAD,2026-03-13,RHY1,540,3.83,28242,26968.2858,0.9549,34876
THORROR,2026-03-13,RJE1,370,2,18714.6,20221.1253,1.0805,26149
WARANGAL-II,2026-03-13,RJP2,330,2,18163.2,11272.08192,0.6206,11978
ARMOOR,2026-03-13,RJR1,388,12,20703.68,14295.89104,0.6905,15192
NIZAMABAD-I,2026-03-13,RMG2,408,8.63,21770.88,11449.30579,0.5259,12168
NARSAMPET,2026-03-13,RMP1,410,14,21783.3,13579.70922,0.6234,14430
THORROR,2026-03-13,RPJ4,493,4.08,25783.9,28545.35569,1.1071,36916
THORROR,2026-03-13,RPJ5,370,2,20364.8,26944.66688,1.3231,28634
HYDERABAD-I,2026-03-13,RPR1,1012,1.97,48576,21300.576,0.4385,37333
WARANGAL-II,2026-03-13,RPR1,330,2,18163.2,11246.65344,0.6192,11952
BANSWADA,2026-03-13,RRM2,351,12,19445.4,22478.8824,1.156,23888
HYDERABAD-I,2026-03-13,RV01,538,2,21100.36,9828.547688,0.4658,20045
HYDERABAD-I,2026-03-13,RV02,538,2,21100.36,9803.227256,0.4646,19995
HYDERABAD-I,2026-03-13,RV03,538,2,21100.36,9984.690352,0.4732,20364
HYDERABAD-I,2026-03-13,RV04,538,2,21100.36,10484.76888,0.4969,21384
HYDERABAD-I,2026-03-13,RV05,538,2,21100.36,14384.11541,0.6817,29336
HYDERABAD-I,2026-03-13,RV06,538,2,21100.36,8741.879148,0.4143,17829
HYDERABAD-I,2026-03-13,RV07,538,2,25657.22,9611.194612,0.3746,19602
HYDERABAD-I,2026-03-13,RV08,538,2,21100.36,9777.906824,0.4634,19945
HYDERABAD-I,2026-03-13,RV09,538,2,19303.44,10856.25466,0.5624,18256
HYDERABAD-I,2026-03-13,RV10,538,2,21100.36,9794.787112,0.4642,19977
NIZAMABAD-I,2026-03-13,RVH3,362,6.3,19316.32,20448.25635,1.0586,21730
NIZAMABAD-I,2026-03-13,RVT2,349,6,19334.6,14982.38154,0.7749,15922
JANGAON,2026-03-13,S039,357,4,19649.28,17912.28365,0.9116,19036
JANGAON,2026-03-13,S040,406,10.41,21570.78,13302.70003,0.6167,14136
JANGAON,2026-03-13,S047,412,12.12,21889.56,19536.4323,0.8925,20762
JANGAON,2026-03-13,S087,360,10,19814.4,21558.0672,1.088,22910
JANGAON,2026-03-13,S188,350,4,19264,13592.6784,0.7056,14444
WARANGAL-I,2026-03-13,SD10,348,4,19153.92,19607.8679,1.0237,20838
WARANGAL-I,2026-03-13,SD11,348,4,19153.92,15604.69862,0.8147,16584
WARANGAL-I,2026-03-13,SD12,348,4,19153.92,16547.07149,0.8639,17584
WARANGAL-I,2026-03-13,SD18,348,4,18489.24,23314.93164,1.261,24776
WARANGAL-I,2026-03-13,SDH1,532,4.41,27823.6,31535.26824,1.1334,40780
HANAMKONDA,2026-03-13,SDK1,522,6,26100,11708.46,0.4486,16039
HANAMKONDA,2026-03-13,SDK2,522,6,26100,14415.03,0.5523,19749
HANAMKONDA,2026-03-13,SDK3,522,6,26100,14824.8,0.568,20310
HYDERABAD-I,2026-03-13,SDM1,340,2,17122.4,12463.39496,0.7279,16118
HYDERABAD-I,2026-03-13,SDM2,340,2,17122.4,12398.32984,0.7241,16033
HYDERABAD-I,2026-03-13,SDM3,340,2,17122.4,15536.86576,0.9074,20093
HYDERABAD-I,2026-03-13,SDM4,340,2,17122.4,18351.78832,1.0718,23733
HANAMKONDA,2026-03-13,SDN1,494,4.41,24700,11848.59,0.4797,16231
HANAMKONDA,2026-03-13,SDN2,494,4.41,24700,8385.65,0.3395,11488
HANAMKONDA,2026-03-13,SDN3,448,4,22400,9965.76,0.4449,13653
WARANGAL-I,2026-03-13,SDO1,348,4,19153.92,17989.36166,0.9392,19118
WARANGAL-I,2026-03-13,SDO2,348,4,19153.92,19567.64467,1.0216,20794
WARANGAL-I,2026-03-13,SDO4,348,4,19153.92,18611.86406,0.9717,19778
WARANGAL-I,2026-03-13,SDO5,348,4,19153.92,21684.15283,1.1321,23044
WARANGAL-I,2026-03-13,SDO8,174,2,9576.96,11686.76429,1.2203,12420
WARANGAL-I,2026-03-13,SDO9,348,4,19153.92,22733.78765,1.1869,24160
JANGAON,2026-03-13,SDP1,360,6,19814.4,26557.24032,1.3403,28222
JANGAON,2026-03-13,SDP5,360,6,19814.4,17763.6096,0.8965,18878
JANGAON,2026-03-13,SDP6,404,6,21464.52,25641.51559,1.1946,27250
JANGAON,2026-03-13,SDP7,430,8,22845.9,23896.8114,1.046,25396
JANGAON,2026-03-13,SDP8,400,8,21252,21101.1108,0.9929,22424
JANGAON,2026-03-13,SDP9,430,8,22845.9,20511.04902,0.8978,21798
BANSWADA,2026-03-13,SDT1,403,10,22326.2,17336.2943,0.7765,18424
HYDERABAD-I,2026-03-13,SEDM,340,2,16789.2,17516.17236,1.0433,22652
HYDERABAD-I,2026-03-13,SHRD,1290,2.11,56295.6,11157.78792,0.1982,27734
ARMOOR,2026-03-13,SK01,405,2,20877.75,21422.65928,1.0261,27703
WARANGAL-I,2026-03-13,SLM2,730,2,26280,13741.812,0.5229,23111
WARANGAL-I,2026-03-13,SLM3,740,2.03,26640,15400.584,0.5781,25900
WARANGAL-I,2026-03-13,SLM4,740,2.03,26640,18605.376,0.6984,31290
HYDERABAD-I,2026-03-13,SLP2,626,2,22460.88,14992.6374,0.6675,25213
JANGAON,2026-03-13,SMD1,410,8,21783.3,19391.49366,0.8902,20607
ARMOOR,2026-03-13,SN01,334,8,17822.24,15936.64701,0.8942,16935
BHUPALAPALLAY,2026-03-13,SNR1,420,6,22314.6,11951.69976,0.5356,12701
WARANGAL-I,2026-03-13,SO19,420,6,22314.6,20857.45662,0.9347,22166
WARANGAL-I,2026-03-13,SO31,410,8,21783.3,19145.34237,0.8789,20346
THORROR,2026-03-13,SR02,350,6,19264,16950.3936,0.8799,18014
THORROR,2026-03-13,SR03,340,6,18713.6,15163.63008,0.8103,16114
THORROR,2026-03-13,SR04,350,6,19264,16981.216,0.8815,18046
THORROR,2026-03-13,SR05,50,0.86,2752,2755.3024,1.0012,2928
NARSAMPET,2026-03-13,SRD1,332,8,17639.16,23414.22098,1.3274,24882
BODHAN,2026-03-13,SRDG,412,,21984.32,16514.62118,0.7512,17550
BHUPALAPALLAY,2026-03-13,SRH1,600,3,21600,15627.6,0.7235,26281
NIZAMABAD-I,2026-03-13,SRK5,310,10,16541.6,8006.1344,0.484,8508
WARANGAL-I,2026-03-13,SSR3,740,2.03,27572.4,15473.63088,0.5612,31562
ARMOOR,2026-03-13,SV01,350,4,19390,15723.351,0.8109,16710
WARANGAL-II,2026-03-13,T552,306,2,16842.24,16790.02906,0.9969,17842
NIZAMABAD-I,2026-03-13,TBL1,380,10,20276.8,19601.58256,0.9667,20830
HANAMKONDA,2026-03-13,TCH1,390,7.27,20720.7,15144.75963,0.7309,16095
MAHABOOBABAD,2026-03-13,TGH1,478,,24999.4,14432.15362,0.5773,18664
WARANGAL-I,2026-03-13,TGO3,315,5.19,16735.95,18076.4996,1.0801,19210
WARANGAL-I,2026-03-13,TGO4,324,6,17832.96,15209.73158,0.8529,16164
WARANGAL-I,2026-03-13,TGO6,324,6,17832.96,16488.35482,0.9246,17522
WARANGAL-I,2026-03-13,TGO8,324,6,17832.96,15286.41331,0.8572,16244
JANGAON,2026-03-13,TGR1,390,12,20720.7,23994.5706,1.158,25498
HANAMKONDA,2026-03-13,TGR1,380,6,20189.4,19741.19532,0.9778,20978
WARANGAL-I,2026-03-13,TKO1,328,4,18053.12,14081.4336,0.78,14964
WARANGAL-I,2026-03-13,TKO2,328,4,18053.12,19500.98022,1.0802,20724
NIZAMABAD-I,2026-03-13,TLD1,380,12.53,20276.8,17375.18992,0.8569,18464
NIZAMABAD-I,2026-03-13,TMH2,384,6.19,20490.24,16285.64275,0.7948,17306
WARANGAL-II,2026-03-13,TPG7,292,4,16071.68,11830.36365,0.7361,12572
WARANGAL-I,2026-03-13,TPH1,1422,2,51192,28288.6992,0.5526,47574
BODHAN,2026-03-13,TPSL,1554,,55944,16072.7112,0.2873,27027
HANAMKONDA,2026-03-13,TPT1,1500,2,54000,12474,0.231,20973
HYDERABAD-II,2026-03-13,TRB1,300,1.97,16500,11800.8,0.7152,12540
HYDERABAD-II,2026-03-13,TRB2,300,1.97,16500,12886.5,0.781,13694
HYDERABAD-II,2026-03-13,TRC1,380,2,20900,31197.43,1.4927,33154
HYDERABAD-II,2026-03-13,TRE1,304,2,15309.44,16800.57946,1.0974,21727
HYDERABAD-II,2026-03-13,TRGD,454,4,22863.44,22433.60733,0.9812,29012
ARMOOR,2026-03-13,TRM1,380,14,20276.8,14631.73888,0.7216,15550
NARSAMPET,2026-03-13,TRR1,345,6,18988.8,23868.9216,1.257,25366
NARSAMPET,2026-03-13,TRR2,360,6.12,19126.8,22596.40152,1.1814,24014
NARSAMPET,2026-03-13,TRR3,345,6,18988.8,25141.1712,1.324,26718
NARSAMPET,2026-03-13,TRR5,355,6.17,18861.15,27007.28069,1.4319,28700
MAHABOOBABAD,2026-03-13,TS01,360,8,19126.8,20463.76332,1.0699,21746
MAHABOOBABAD,2026-03-13,TS03,360,8,19126.8,25627.99932,1.3399,27234
MAHABOOBABAD,2026-03-13,TS05,360,8,19814.4,21161.7792,1.068,22488
THORROR,2026-03-13,TUH1,563,4,20268,17049.4416,0.8412,28671
THORROR,2026-03-13,TUH2,563,4,20268,13243.1112,0.6534,22270
THORROR,2026-03-13,TUH3,563,4,20268,14718.6216,0.7262,24752
THORROR,2026-03-13,TUH4,563,4,20268,16021.854,0.7905,26944
THORROR,2026-03-13,TUH5,563,4,20268,15203.0268,0.7501,25568
THORROR,2026-03-13,TUH6,563,4,20268,17671.6692,0.8719,29720
THORROR,2026-03-13,TUH7,563,4,20268,18747.9,0.925,31528
THORROR,2026-03-13,TUH8,563,4,20268,19437.012,0.959,32688
THORROR,2026-03-13,TUH9,563,4,20268,18735.7392,0.9244,31508
THORROR,2026-03-13,TUR1,563,4,20977.38,13872.34139,0.6613,28293
ARMOOR,2026-03-13,UD01,1294,2,46584,20045.0952,0.4303,33712
HYDERABAD-II,2026-03-13,UD01,476,2,19325.6,8797.01312,0.4552,12962
ARMOOR,2026-03-13,UD02,1260,2,45360,22194.648,0.4893,37321
